X_mm,Y_mm,Z_mm,alpha_rad,beta_rad,gamma_rad,ferrule_X_mm,ferrule_Y_mm,ferrule_Z_mm
78.95311,-670.70874,-23.663364,1.7862475,0.34868354,3.103234,76.96497504083322,-664.8530241800805,-6.758988482978268
78.863884,-670.57477,-23.601099,1.7843727,0.3507015,3.103438,76.8830788672613,-664.6811871888702,-6.709027111848663
78.77749,-670.43225,-23.53823,1.7825534,0.35270703,3.103635,76.80374712057778,-664.5011742838636,-6.658458677633448
78.69409,-670.2812,-23.474815,1.7807883,0.3547006,3.1038249,76.72713843623667,-664.3129940171247,-6.607342785949079
78.61385,-670.1216,-23.410902,1.7790756,0.35668263,3.1040072,76.65341196111093,-664.1166164276066,-6.555729055441926
78.53694,-669.9536,-23.346546,1.777414,0.35865372,3.1041813,76.58272584550956,-663.9121799845178,-6.503675364775155
78.46354,-669.7772,-23.281801,1.7758019,0.36061433,3.1043472,76.51526141916726,-663.6996725561293,-6.451237410492169
78.393814,-669.59247,-23.216719,1.774238,0.362565,3.104504,76.45116646630821,-663.4791548413236,-6.398470032567669
78.32796,-669.39954,-23.15135,1.7727206,0.3645063,3.1046517,76.39064125469795,-663.2507427996353,-6.345425774659436
78.26615,-669.19836,-23.085749,1.7712485,0.3664388,3.1047895,76.33384327683603,-663.0143765009018,-6.292162759696918
78.20859,-668.9891,-23.019964,1.7698201,0.36836302,3.1049173,76.2809792726593,-662.7702134157909,-6.238731430948789
78.15545,-668.7717,-22.95405,1.7684343,0.37027952,3.1050344,76.2322065114957,-662.5181836581137,-6.18518993600976
78.10693,-668.5465,-22.888054,1.7670896,0.3721888,3.1051404,76.18772050998236,-662.2586164530621,-6.131587921689391
78.063225,-668.3134,-22.82203,1.7657847,0.37409154,3.1052349,76.14771024244165,-661.9913985029691,-6.077983288254504
78.024506,-668.07263,-22.75602,1.7645185,0.3759882,3.1053174,76.11233864893694,-661.7167509287463,-6.024420636725502
77.99096,-667.8242,-22.690077,1.7632896,0.3778793,3.1053874,76.08178662755427,-661.4346733310418,-5.970956030863604
77.96276,-667.56836,-22.624243,1.7620969,0.37976545,3.105445,76.05622970567728,-661.1454022561627,-5.917634844611001
77.94008,-667.3051,-22.558567,1.7609391,0.3816471,3.1054888,76.03582002467287,-660.848922040455,-5.864509371578674
77.923096,-667.0347,-22.493088,1.7598155,0.3835249,3.105519,76.02073562971034,-660.5454990670713,-5.811622348756135
77.91196,-666.75726,-22.427855,1.7587247,0.38539928,3.105535,76.01112190254382,-660.2352249697326,-5.7590255992524995
77.90681,-666.4729,-22.3629,1.7576658,0.38727063,3.1055365,76.00711260410633,-659.9182119471267,-5.70675355691316
77.90779,-666.1819,-22.29827,1.7566377,0.38913968,3.1055229,76.00884265305635,-659.5947273792523,-5.654858215212393
77.91505,-665.88434,-22.233997,1.7556396,0.3910067,3.105494,76.01645966248036,-659.264845361843,-5.603373275506442
77.92868,-665.5805,-22.170118,1.7546706,0.39287227,3.1054492,76.0300440608241,-658.9288362044871,-5.552339859648868
77.94881,-665.2706,-22.106667,1.7537298,0.39473683,3.1053882,76.04972216754445,-658.5869114889725,-5.501795025420396
77.97551,-664.9549,-22.043673,1.7528163,0.39660072,3.1053107,76.07556076817389,-658.2393244841332,-5.45177020354005
78.00887,-664.6335,-21.981167,1.7519295,0.3984645,3.1052163,76.10764235817344,-657.8861658411237,-5.402300476548692
78.04895,-664.3068,-21.919176,1.7510685,0.40032846,3.105105,76.14602945786905,-657.5278287052431,-5.353414876670989
78.09579,-663.97504,-21.857725,1.7502326,0.40219298,3.104976,76.19074898783194,-657.1645479716622,-5.305141604230499
78.1494,-663.6384,-21.796835,1.749421,0.40405846,3.1048293,76.24181273973167,-656.7964952849966,-5.257504580806021
78.20981,-663.2974,-21.736526,1.7486334,0.40592527,3.1046646,76.29924399976547,-656.424184832061,-5.210526762012581
78.27699,-662.9522,-21.676817,1.7478689,0.40779367,3.104482,76.36301765214802,-656.0477701242745,-5.1642291367107305
78.350914,-662.6032,-21.617723,1.7471269,0.40966398,3.104281,76.43309987135595,-655.6676463858486,-5.118629539048744
78.43152,-662.25073,-21.559256,1.746407,0.41153648,3.1040616,76.5094284868156,-655.2841382114073,-5.073742266237961
78.51873,-661.89514,-21.501429,1.7457086,0.41341144,3.103824,76.59193036582886,-654.8975893555565,-5.029582468775647
78.61244,-661.53687,-21.444248,1.7450312,0.41528904,3.1035676,76.68049189695172,-654.5084380015911,-4.986158190703499
78.712524,-661.1763,-21.387722,1.7443743,0.41716957,3.1032925,76.77498960147402,-654.1170582166841,-4.9434808834505475
78.81884,-660.8138,-21.331854,1.7437373,0.41905314,3.1029992,76.87529237295021,-653.7238154993809,-4.901554477399387
78.931206,-660.4498,-21.276648,1.7431201,0.4209399,3.1026874,76.9812113857203,-653.329138429762,-4.860384728280227
79.04943,-660.08484,-21.222105,1.7425219,0.42283002,3.1023574,77.09256339339431,-652.9335619288576,-4.819974192292442
79.173294,-659.71936,-21.168224,1.7419424,0.42472357,3.1020093,77.20913241816261,-652.5375242323147,-4.780322844378237
79.30255,-659.35376,-21.115005,1.7413812,0.42662066,3.1016433,77.33067490707393,-652.1414224470204,-4.741431912864158
79.43694,-658.9885,-21.062445,1.7408378,0.42852134,3.1012597,77.45694002632125,-651.7457141633703,-4.703299135103915
79.57617,-658.6242,-21.01054,1.7403121,0.43042555,3.100859,77.5876419416973,-651.3510189137867,-4.665920302726743
79.71993,-658.2613,-20.959286,1.7398034,0.43233338,3.1004415,77.7224792708862,-650.957773334658,-4.629292465604447
79.867905,-657.9002,-20.908682,1.7393115,0.43424478,3.1000073,77.86113890761705,-650.566378013365,-4.593414765939404
80.01974,-657.54156,-20.85872,1.7388358,0.43615964,3.0995574,78.00328679233502,-650.1774907400455,-4.558278276049975
80.17507,-657.1858,-20.809399,1.7383761,0.43807784,3.0990922,78.14856540349737,-649.7915322951857,-4.523881377587923
80.33353,-656.8334,-20.760715,1.7379321,0.4399994,3.0986123,78.29662114369812,-649.4089803762059,-4.490220368276592
80.49472,-656.4849,-20.712666,1.7375032,0.44192407,3.098118,78.44706311913316,-649.0303774216608,-4.457291675572137
80.65825,-656.1408,-20.66525,1.737089,0.44385162,3.0976107,78.59952839925651,-648.656222317521,-4.425091063414136
80.82371,-655.8016,-20.61847,1.7366891,0.445782,3.0970902,78.75360533073801,-648.2870163790429,-4.393621783084576
80.99069,-655.4677,-20.57232,1.7363032,0.44771492,3.096558,78.90891225038224,-647.9231593502516,-4.362874982187385
81.15878,-655.13965,-20.52681,1.7359308,0.44965014,3.096015,79.06505829967702,-647.5652017481143,-4.332858563704345
81.32757,-654.8178,-20.481941,1.7355715,0.45158735,3.0954614,79.2216397261185,-647.2134977228246,-4.303571349170092
81.49663,-654.5026,-20.437723,1.7352247,0.45352632,3.0948985,79.37825357918582,-646.8684960742928,-4.275020918007652
81.66557,-654.1945,-20.39416,1.7348901,0.45546663,3.094327,79.53452457057688,-646.5306512310391,-4.2472077357418065
81.833984,-653.89386,-20.351263,1.7345673,0.4574081,3.093748,79.69006864622587,-646.2003222428473,-4.220140790583947
82.00149,-653.60095,-20.309046,1.7342556,0.4593503,3.0931625,79.84452700088575,-645.8777818011504,-4.193830097235033
82.1677,-653.31616,-20.26752,1.7339547,0.46129283,3.0925715,79.99753172144116,-645.5634229371975,-4.168282823109106
82.33226,-653.0398,-20.2267,1.733664,0.46323535,3.0919757,80.14874579551005,-645.2575580347814,-4.143510772934988
82.49481,-652.7721,-20.186605,1.7333832,0.46517748,3.0913763,80.29783287140239,-644.9604190687966,-4.119528958433165
82.655045,-652.51324,-20.147251,1.7331116,0.46711877,3.090774,80.44450610340031,-644.6721898553432,-4.096349143232036
82.81262,-652.2635,-20.108656,1.7328489,0.4690588,3.0901704,80.58845139712884,-644.3931515784266,-4.073984511346474
82.96727,-652.023,-20.07084,1.7325945,0.47099712,3.0895662,80.72942122263818,-644.1234281578439,-4.052450644004342
83.118706,-651.79193,-20.033825,1.7323477,0.47293338,3.088962,80.8671428774501,-643.8632119754297,-4.031765945239968
83.2667,-651.5703,-19.99763,1.7321085,0.47486705,3.0883594,81.00141729515413,-643.6125164543088,-4.0119434239704255
83.41102,-651.3582,-19.96227,1.731876,0.47679773,3.0877588,81.13202704462142,-643.3714348544273,-3.9929940734339944
83.55145,-651.15576,-19.92777,1.73165,0.47872496,3.0871615,81.25878123498217,-643.1400999131694,-3.9749375459716028
83.687836,-650.9628,-19.894148,1.7314298,0.4806483,3.086568,81.38154082201427,-642.9183355053357,-3.9577872628026665
83.82001,-650.77954,-19.86142,1.7312152,0.48256725,3.0859797,81.50016484881341,-642.7063645374747,-3.9415532786422123
83.94783,-650.6057,-19.829601,1.7310057,0.4844814,3.085397,81.61452290282664,-642.5039110732234,-3.926246191147797
84.07118,-650.44135,-19.79871,1.7308007,0.48639032,3.084821,81.72452384954816,-642.311046859016,-3.9118797388292723
84.18999,-650.2863,-19.768755,1.7306,0.4882935,3.0842524,81.8301124839164,-642.1275870972951,-3.898456266821716
84.30416,-650.14044,-19.739748,1.7304032,0.49019057,3.0836918,81.93120312990102,-641.9534246028874,-3.8859833183828467
84.41365,-650.00366,-19.711697,1.7302098,0.4920811,3.08314,82.02777465329973,-641.7884521655715,-3.87446368520815
84.518425,-649.8758,-19.684607,1.7300196,0.4939646,3.0825977,82.11980687717666,-641.6325144997979,-3.863896672615141
84.61845,-649.7566,-19.658482,1.7298322,0.49584067,3.0820653,82.2072757665165,-641.4853553844773,-3.8542815670147643
84.71373,-649.64594,-19.63332,1.7296472,0.49770895,3.0815437,82.29020605288041,-641.3468562454807,-3.8456114736427853
84.804276,-649.5435,-19.60912,1.7294644,0.49956897,3.0810332,82.36861651668693,-641.2167026655336,-3.8378800667521986
84.890114,-649.44916,-19.585873,1.7292836,0.5014203,3.0805342,82.44254261761489,-641.0947792239731,-3.831073217797721
84.97127,-649.3627,-19.563572,1.7291044,0.5032627,3.0800476,82.51202986228856,-640.9808653324092,-3.8251799109001663
85.04779,-649.2837,-19.542206,1.7289268,0.5050957,3.0795734,82.5771251101446,-640.8745479428829,-3.8201839709377197
85.11973,-649.21204,-19.521757,1.7287505,0.50691897,3.079112,82.63789445986026,-640.7757097151709,-3.816063010972462
85.18715,-649.14746,-19.502213,1.7285751,0.5087321,3.078664,82.69441261093303,-640.6840935875081,-3.812799713422004
85.25012,-649.0897,-19.483545,1.7284008,0.5105348,3.0782294,82.74674831583089,-640.5994441162093,-3.8103613655670046
85.308716,-649.03845,-19.465736,1.7282273,0.5123267,3.0778084,82.79498428698352,-640.5214551549851,-3.8087263338803385
85.36302,-648.9934,-19.44876,1.7280545,0.5141075,3.0774016,82.839214443405,-640.4498185957775,-3.8078641720135344
85.41311,-648.9544,-19.432585,1.7278824,0.5158769,3.0770087,82.87951196537881,-640.3843895969806,-3.8077393146467244
85.459076,-648.92114,-19.417183,1.7277106,0.5176345,3.07663,82.91597630299633,-640.3248618014171,-3.808318689497865
85.50101,-648.8933,-19.40252,1.7275394,0.5193802,3.076266,82.94870570553857,-640.2709153034806,-3.809565663707488
85.539,-648.87067,-19.388563,1.7273687,0.52111363,3.0759163,82.97778262024772,-640.2223463762061,-3.811443111144328
85.57315,-648.8529,-19.375275,1.7271984,0.5228344,3.075581,83.0033143735575,-640.1788098893294,-3.8139091985982994
85.603546,-648.8399,-19.362617,1.7270284,0.5245425,3.0752604,83.02539290694554,-640.1402141771666,-3.8169232807487496
85.63029,-648.83124,-19.350552,1.726859,0.5262374,3.074954,83.04410982020194,-640.1061392945353,-3.8204428646101576
85.65347,-648.82684,-19.339037,1.7266899,0.5279191,3.0746622,83.05956253196511,-640.0765025539397,-3.824423288168564
85.67319,-648.8263,-19.328033,1.7265216,0.52958727,3.074385,83.07185120697042,-640.0509097516378,-3.828821327375165
85.68953,-648.82947,-19.317497,1.7263536,0.5312416,3.0741217,83.08104835556864,-640.0292161432933,-3.833590659280219
85.70259,-648.8361,-19.307386,1.7261865,0.532882,3.0738728,83.08725747726106,-640.0111724068693,-3.8386857064554896
