X_mm,Y_mm,Z_mm,alpha_rad,beta_rad,gamma_rad,ferrule_X_mm,ferrule_Y_mm,ferrule_Z_mm
76.60636,-663.4704,-18.94298,1.9633324,0.32697842,3.1294322,74.19275373981907,-658.2129448385477,-1.8979317440948869
76.95463,-663.3143,-18.81273,1.9608582,0.32906035,3.1301363,74.5522528670717,-658.0132162129815,-1.7796124111910459
77.302376,-663.15643,-18.682878,1.9583522,0.3311117,3.1308184,74.91144020788376,-657.8123234507844,-1.6615986347875058
77.64952,-662.9968,-18.553486,1.955818,0.3331309,3.131478,75.27021874024047,-657.6103128746364,-1.5439392111052754
77.99596,-662.83563,-18.424614,1.9532596,0.33511627,3.1321151,75.62847328125795,-657.4074398738843,-1.42668004933061
78.34155,-662.67285,-18.29632,1.9506804,0.33706644,3.1327288,75.98602989463903,-657.2036694242521,-1.3098669016306381
78.68614,-662.50854,-18.168665,1.9480842,0.33897984,3.133319,76.34272211671048,-656.999114943113,-1.1935470868064648
79.02956,-662.3428,-18.041698,1.9454749,0.34085524,3.1338851,76.69835148743287,-656.7939078471242,-1.0777579285812244
79.37162,-662.1757,-17.915472,1.9428558,0.3426913,3.134427,77.05271102588225,-656.5881463163208,-0.9625399526590712
79.7121,-662.0074,-17.790031,1.940231,0.3444869,3.1349444,77.40555376165264,-656.3820180401432,-0.8479259874555609
80.050766,-661.83795,-17.665424,1.9376038,0.3462409,3.135437,77.756622520489,-656.1755989382337,-0.733953710957401
80.38739,-661.6675,-17.541685,1.934978,0.34795234,3.135905,78.10566988992571,-655.9690597927313,-0.6206468361205175
80.72173,-661.4961,-17.418856,1.9323567,0.34962043,3.1363478,78.45242331501706,-655.7624720808071,-0.5080382180669005
81.05352,-661.324,-17.296968,1.9297436,0.3512444,3.1367655,78.79659387660855,-655.5561036101783,-0.3961498035387727
81.38249,-661.1512,-17.176052,1.9271415,0.35282364,3.1371582,79.13789236281424,-655.3499674771604,-0.2850045883358021
81.70839,-660.97784,-17.056135,1.9245538,0.3543577,3.1375258,79.47604136044671,-655.144216721141,-0.17462265685256995
82.03093,-660.80414,-16.937243,1.9219832,0.35584614,3.1378684,79.810730459287,-654.9390812463437,-0.06502323449264225
82.34988,-660.63025,-16.819393,1.9194326,0.35728875,3.138186,80.14170476508906,-654.7347182662542,0.04378190000983295
82.66495,-660.4563,-16.702608,1.9169044,0.3586854,3.1384785,80.46864994372717,-654.5312631087587,0.1517743351746006
82.97589,-660.2824,-16.5869,1.9144013,0.3600362,3.1387465,80.79130021261996,-654.3288235733203,0.2589450424001427
83.282486,-660.10876,-16.472286,1.9119254,0.3613411,3.13899,81.10942001972754,-654.1276123056435,0.3652808225452553
83.58447,-659.93555,-16.358776,1.9094788,0.36260045,3.139209,81.42271751513151,-653.9277955242692,0.4707727863906044
83.88166,-659.76294,-16.246382,1.9070635,0.3638146,3.139404,81.73099597001509,-653.7295361764919,0.5754098942248369
84.17382,-659.591,-16.135109,1.904681,0.36498392,3.1395755,82.03400765487088,-653.532895837801,0.6791878062176302
84.46078,-659.42004,-16.024963,1.902333,0.36610904,3.139723,82.3315513312278,-653.338178289719,0.7820993076460958
84.74236,-659.2501,-15.915953,1.900021,0.3671906,3.1398478,82.6234477026406,-653.145406107564,0.8841339984578855
85.018425,-659.0814,-15.808079,1.8977458,0.36822936,3.1399496,82.9095390957668,-652.9547879216578,0.9852894734313757
85.28883,-658.9141,-15.701347,1.895509,0.36922607,3.140029,83.18966857101013,-652.766468973891,1.0855572429467717
85.553474,-658.7484,-15.595759,1.893311,0.37018168,3.1400864,83.46372634252572,-652.580630023272,1.1849313386676332
85.812256,-658.58435,-15.491318,1.8911527,0.3710971,3.1401222,83.73160008965294,-652.3973035846,1.283404878081292
86.0651,-658.4222,-15.388022,1.8890347,0.37197343,3.1401367,83.99320194650006,-652.2167191530807,1.3809745685016885
86.311966,-658.262,-15.285875,1.8869575,0.37281165,3.1401308,84.24849189893933,-652.038904625235,1.477631751000228
86.55281,-658.104,-15.184877,1.8849214,0.37361294,3.1401043,84.49740767114194,-651.8640905785784,1.5733702734763497
86.78763,-657.94824,-15.085029,1.8829265,0.37437847,3.140058,84.73994775492386,-651.6922918058123,1.6681829193555888
87.01641,-657.79486,-14.986329,1.8809729,0.37510934,3.1399925,84.97609395732101,-651.5236254638304,1.7620657839290015
87.2392,-657.64404,-14.88878,1.8790606,0.3758069,3.139908,85.20588694118923,-651.3582468262437,1.855008167007714
87.45601,-657.4958,-14.792378,1.8771895,0.37647226,3.1398053,85.42933987322388,-651.1961515957925,1.9470078364217684
87.66691,-657.3503,-14.697125,1.8753593,0.37710676,3.1396847,85.64651779989671,-651.0374742524735,2.038054904594091
87.87195,-657.2076,-14.603022,1.8735698,0.37771156,3.1395466,85.85746811295394,-650.8822518992324,2.1281415617753545
88.07123,-657.0678,-14.510064,1.8718207,0.378288,3.139392,86.06229858384026,-650.7305554494216,2.217264718935649
88.26482,-656.931,-14.418252,1.8701113,0.37883726,3.1392207,86.26107004010059,-650.5824641214549,2.3054162069762523
88.452835,-656.7973,-14.327584,1.8684413,0.37936065,3.1390336,86.45390435762393,-650.4380500658149,2.392589939332593
88.635376,-656.6667,-14.238058,1.8668101,0.37985933,3.1388314,86.64090893970969,-650.2972884314918,2.4787807387200136
88.812584,-656.53925,-14.149672,1.8652172,0.3803346,3.1386142,86.82221984424332,-650.1602055989024,2.5639823896391416
88.98456,-656.41504,-14.062422,1.8636618,0.38078758,3.1383824,86.99794136448931,-650.026868723489,2.6481918169428607
89.151436,-656.29407,-13.976305,1.8621434,0.38121957,3.138137,87.16821662342922,-649.897249652304,2.731403710164205
89.31337,-656.1764,-13.891319,1.8606611,0.38163158,3.1378784,87.33320862991502,-649.7713873233266,2.8136136116592567
89.470474,-656.062,-13.807459,1.8592144,0.38202485,3.1376069,87.4930292492415,-649.6492283837337,2.8948184631277645
89.62291,-655.9509,-13.724718,1.8578025,0.38240045,3.137323,87.6478467622006,-649.5307806521034,2.9750183082611734
89.77082,-655.84326,-13.643093,1.8564246,0.38275945,3.137027,87.79780621942366,-649.4161830537838,3.0542091338500406
89.91435,-655.7389,-13.562578,1.8550799,0.38310292,3.1367197,87.94306551200597,-649.3052320394204,3.1323899257076366
90.05364,-655.6379,-13.483165,1.8537678,0.3834319,3.1364014,88.08376695423637,-649.1979875675146,3.209561800780456
90.18884,-655.54016,-13.404846,1.8524872,0.3837473,3.1360726,88.22007032132626,-649.0943297455149,3.2857267368086234
90.32009,-655.4458,-13.327616,1.8512377,0.38405016,3.1357338,88.35212044738422,-648.9943580473749,3.360882811213889
90.44755,-655.35474,-13.251464,1.8500181,0.38434133,3.1353853,88.48008490909355,-648.8979744861902,3.435035339757869
90.57134,-655.26697,-13.17638,1.8488281,0.38462174,3.1350276,88.60408871137095,-648.8051506167712,3.5081880982731963
90.69162,-655.18243,-13.102356,1.8476665,0.38489223,3.1346612,88.724303225168,-648.7158077280528,3.5803434548071174
90.80852,-655.1011,-13.029381,1.8465328,0.3851536,3.1342864,88.84086215104747,-648.6299101759063,3.6515070114339885
90.92216,-655.02295,-12.957442,1.8454262,0.38540664,3.1339035,88.95389128985914,-648.5474119281721,3.721686423421488
91.032684,-654.94794,-12.88653,1.8443457,0.3856522,3.133513,89.0635450423928,-648.4682546513873,3.7908849540211165
91.14023,-654.87604,-12.816631,1.8432909,0.3858909,3.1331153,89.16996733587362,-648.3923954252585,3.8591124036019924
91.2449,-654.8072,-12.747732,1.8422608,0.38612354,3.132711,89.273272733572,-648.3197663213286,3.926376377575039
91.34683,-654.7414,-12.679821,1.841255,0.38635066,3.1323,89.37359503610263,-648.2503382278273,3.992685135764088
91.44614,-654.6785,-12.612881,1.8402724,0.38657296,3.131883,89.47106980725378,-648.1839542048882,4.058050967017371
91.542915,-654.6186,-12.546902,1.8393126,0.38679108,3.13146,89.56578128305478,-648.1207030966882,4.122479455208513
91.6373,-654.56146,-12.481865,1.8383747,0.38700554,3.1310315,89.65788621104737,-648.0603322839468,4.185986075398679
91.72938,-654.5072,-12.417756,1.8374584,0.38721687,3.1305978,89.74747398923361,-648.002951172136,4.248581202568456
91.81925,-654.4556,-12.354561,1.8365626,0.3874257,3.1301594,89.83465230566121,-647.9483250368257,4.31027456910391
91.907036,-654.4068,-12.292261,1.8356869,0.38763237,3.1297164,89.91954968434925,-647.8965871492464,4.371082805580684
91.99281,-654.3606,-12.230843,1.8348306,0.3878375,3.1292691,90.00224489102014,-647.8475247375324,4.431014674711541
92.07667,-654.31696,-12.170286,1.8339934,0.3880415,3.1288178,90.08284104978856,-647.8010892209467,4.490088368782288
92.15869,-654.2758,-12.110577,1.8331742,0.3882447,3.128363,90.16142635313163,-647.7571907778496,4.548314671830791
92.23897,-654.2372,-12.051698,1.8323729,0.38844758,3.1279044,90.23809397740014,-647.7159029870153,4.605708172949649
92.31757,-654.2009,-11.993629,1.8315886,0.38865048,3.1274426,90.31291857478068,-647.6769558103067,4.662286611971991
92.39459,-654.167,-11.936356,1.8308209,0.3888538,3.126978,90.38600784072725,-647.6404402139161,4.718061283955759
92.47008,-654.1354,-11.87986,1.8300693,0.38905784,3.1265104,90.45741015944209,-647.6062514184536,4.773049022540114
92.54413,-654.10596,-11.824123,1.8293333,0.3892629,3.1260402,90.5272243581218,-647.5742418141401,4.8272658061106455
92.61679,-654.07874,-11.769129,1.8286123,0.3894693,3.125568,90.59551333207229,-647.5444623428156,4.880725537818389
92.68814,-654.0536,-11.714855,1.8279059,0.38967738,3.1250932,90.66234775913084,-647.5167696706967,4.933448668624482
92.758224,-654.0305,-11.661288,1.8272136,0.38988724,3.1246166,90.72778832970525,-647.4911175554735,4.985447662976499
92.8271,-654.00946,-11.608408,1.826535,0.39009926,3.1241384,90.79189748813361,-647.4675182764447,5.036739918276361
92.894844,-653.99036,-11.556196,1.8258696,0.39031357,3.1236584,90.85475045119169,-647.445849803261,5.087343425161041
92.96149,-653.9731,-11.504635,1.825217,0.39053047,3.123177,90.91638950801315,-647.426004770693,5.137273184942607
93.02709,-653.9577,-11.453709,1.8245767,0.3907501,3.1226943,90.97687107332199,-647.4079995887012,5.186544209459367
93.091705,-653.94403,-11.403395,1.8239485,0.3909727,3.1222105,91.03625992815239,-647.3916992075635,5.235177857763571
93.15536,-653.9321,-11.353681,1.8233318,0.3911983,3.1217258,91.0945883597184,-647.3771111426576,5.2831859324102854
93.218124,-653.92194,-11.304546,1.8227264,0.39142722,3.1212401,91.15192361808982,-647.364260448381,5.330587148853118
93.280014,-653.9133,-11.255974,1.8221318,0.39165953,3.1207538,91.20829266484378,-647.3528932747058,5.377397104745187
93.34108,-653.9063,-11.207947,1.8215476,0.39189532,3.120267,91.2637495117396,-647.3431270437928,5.423633165139297
93.40137,-653.9008,-11.160446,1.8209736,0.3921348,3.1197796,91.31834088924917,-647.334818578594,5.469312798536883
93.46091,-653.89685,-11.113458,1.8204095,0.39237797,3.1192918,91.37209827394726,-647.3280164947579,5.514449022638571
93.519714,-653.8943,-11.066963,1.8198551,0.39262503,3.1188037,91.42503792700953,-647.322566855563,5.559060446018259
93.57785,-653.89307,-11.020945,1.8193097,0.39287603,3.1183155,91.47723575780404,-647.3183866338172,5.603162748686058
93.63532,-653.89325,-10.975388,1.8187733,0.39313105,3.1178272,91.52869347615933,-647.3155647000365,5.646771329752999
93.692184,-653.8948,-10.930275,1.8182454,0.39339015,3.1173391,91.57947938509928,-647.31405782262,5.689902845168467
93.74844,-653.8975,-10.88559,1.8177261,0.39365342,3.1168509,91.62958527803275,-647.3136462937422,5.732572504976066
93.80413,-653.9015,-10.841318,1.8172148,0.39392087,3.116363,91.67906406645412,-647.3144770145518,5.77479535322612
93.85928,-653.9067,-10.797443,1.8167113,0.39419258,3.1158755,91.72794452666433,-647.3164479730998,5.816586833909627
93.91391,-653.913,-10.75395,1.8162155,0.39446858,3.1153882,91.77624375695908,-647.3194595405388,5.8579616071212826
93.96803,-653.9205,-10.710823,1.8157271,0.3947489,3.1149013,91.82397713803802,-647.323609837671,5.898935502497293
94.0217,-653.929,-10.66805,1.8152457,0.39503357,3.114415,91.87121071356707,-647.3286967688373,5.939520354679834
94.074905,-653.9386,-10.625614,1.8147713,0.39532265,3.113929,91.9179240628027,-647.3348208796052,5.979732565657892
94.12767,-653.94916,-10.5835,1.8143036,0.39561608,3.1134436,91.96414967435183,-647.3418412795064,6.019587638337683
94.18002,-653.96075,-10.541695,1.8138425,0.395914,3.112959,92.00991617474988,-647.3498247414157,6.059097650143151
94.23198,-653.97327,-10.500183,1.8133876,0.39621624,3.1124752,92.05525193145367,-647.3586732866302,6.098279737105528
94.28355,-653.98676,-10.458954,1.8129389,0.39652294,3.111992,92.1001529451954,-647.3684257084045,6.137142785261355
94.334755,-654.0011,-10.417992,1.8124962,0.39683402,3.1115096,92.14464938342894,-647.3789621008148,6.17570340013433
94.38561,-654.0163,-10.377286,1.8120592,0.3971495,3.111028,92.1887581945842,-647.3902916275797,6.213972396928705
94.436134,-654.03235,-10.336821,1.8116279,0.39746937,3.110547,92.23249497548319,-647.4024054902712,6.251964695389077
94.48633,-654.0492,-10.296587,1.8112019,0.39779365,3.1100674,92.27587927599697,-647.4152490238877,6.289690522195636
94.536224,-654.06683,-10.256571,1.8107814,0.39812222,3.1095886,92.31892583130173,-647.4288074425234,6.327163361039405
94.585815,-654.08527,-10.216761,1.8103659,0.39845517,3.1091106,92.36163664256459,-647.4431083238102,6.364394535778258
94.635124,-654.10443,-10.177143,1.8099555,0.3987924,3.1086338,92.40403944747302,-647.4580618378063,6.401398913330437
94.68416,-654.1243,-10.137709,1.80955,0.39913395,3.1081579,92.4461392275035,-647.4736583749581,6.438184007531577
94.732925,-654.14496,-10.098445,1.8091493,0.39947972,3.1076832,92.48794430305824,-647.4899781091268,6.474764637921949
94.78145,-654.1662,-10.059342,1.8087531,0.3998297,3.1072094,92.52948251715343,-647.5068120011707,6.5111496625080765
94.82972,-654.1882,-10.020389,1.8083615,0.40018386,3.1067367,92.57074184068976,-647.5243399902384,6.547350358345144
94.87776,-654.21075,-9.981573,1.8079743,0.40054217,3.1062653,92.61175224107538,-647.5423513419436,6.583380008497356
94.925575,-654.23395,-9.942885,1.8075916,0.40090457,3.105795,92.65251483079189,-647.5609482701826,6.619247875357953
