X_mm,Y_mm,Z_mm,alpha_rad,beta_rad,gamma_rad
4.9972115,-610.3554,-8.484276,1.6623588,0.34097958,3.1053598
5.0552406,-610.37494,-8.459945,1.6625426,0.34098712,3.1053252
5.104645,-610.4033,-8.439642,1.6626991,0.3410159,3.105292
5.143837,-610.42633,-8.429218,1.6628352,0.34102783,3.1052606
5.1689262,-610.438,-8.43139,1.662942,0.34101397,3.1052306
5.181492,-610.4413,-8.440399,1.6630142,0.34099245,3.1052043
5.1868095,-610.435,-8.45827,1.6630615,0.3409535,3.105181
5.1865845,-610.4186,-8.487149,1.6630871,0.34089676,3.1051583
5.182369,-610.397,-8.520019,1.6630946,0.3408444,3.1051393
5.173191,-610.356,-8.594341,1.6632348,0.34071746,3.1051714
5.1592712,-610.3148,-8.665443,1.6634313,0.34065276,3.1052384
5.1466713,-610.291,-8.718409,1.6635994,0.3406557,3.1053092
5.1368484,-610.27625,-8.784393,1.6637266,0.340659,3.1053703
5.1251984,-610.2737,-8.82237,1.6637951,0.340732,3.105424
5.112053,-610.27783,-8.850355,1.6638491,0.3407982,3.1054807
5.08445,-610.28796,-8.877458,1.6638768,0.34086806,3.1055427
5.0342407,-610.30896,-8.902212,1.663884,0.34096748,3.1056244
4.943573,-610.36346,-8.9226675,1.6639103,0.34115958,3.1057732
4.819851,-610.53876,-8.872096,1.6640882,0.34176546,3.1060998
4.720871,-610.7807,-8.79074,1.6644535,0.3424928,3.1065235
4.6395454,-611.06476,-8.691017,1.6649573,0.34330285,3.1070108
4.570881,-611.3829,-8.5793,1.6655247,0.3441813,3.1075268
4.5092087,-611.7071,-8.474749,1.6661359,0.3450338,3.1080513
4.44973,-612.005,-8.393354,1.6666875,0.34578943,3.1085305
4.3905144,-612.2312,-8.354721,1.6671951,0.34632313,3.108952
4.312298,-612.417,-8.342998,1.6675814,0.34678283,3.1093216
4.2352257,-612.5378,-8.371904,1.6678191,0.3470709,3.1095977
4.1672325,-612.58136,-8.419852,1.6679206,0.34717822,3.1097808
4.108143,-612.57837,-8.471174,1.6679299,0.3471868,3.109904
4.0663567,-612.5556,-8.515893,1.6678959,0.3471617,3.1099854
4.0464478,-612.5146,-8.570209,1.6678517,0.347085,3.1100204
4.054558,-612.4406,-8.637385,1.6678011,0.3469403,3.1099906
4.0972443,-612.3025,-8.732013,1.6677676,0.34662715,3.1098797
4.152664,-612.11487,-8.835538,1.667739,0.34620175,3.1097136
4.2194176,-611.87726,-8.954035,1.6677364,0.34562945,3.1095026
4.284237,-611.6312,-9.060986,1.667737,0.34505987,3.109276
4.343403,-611.375,-9.169235,1.6677718,0.3444253,3.1090462
4.3891525,-611.12274,-9.267544,1.6678189,0.34379455,3.1088278
4.4226875,-610.8931,-9.349323,1.6678946,0.3432192,3.1086404
4.454582,-610.62744,-9.456637,1.6680471,0.34246904,3.1084564
4.456875,-610.354,-9.54957,1.6683798,0.34170115,3.1083667
4.444454,-610.19836,-9.549775,1.6687357,0.34132347,3.1083791
4.441284,-610.1928,-9.469471,1.6691571,0.3412999,3.1084943
4.453594,-610.2704,-9.373807,1.6697,0.34138465,3.1086836
4.4692307,-610.395,-9.269776,1.6702087,0.34155434,3.1088798
4.480545,-610.53595,-9.17607,1.6706179,0.34172574,3.1090481
4.4857483,-610.66254,-9.1051855,1.6709148,0.34184402,3.1091752
4.487808,-610.7555,-9.06372,1.671113,0.3418872,3.1092575
4.4873276,-610.816,-9.043584,1.6712291,0.34188437,3.1093037
4.4844513,-610.8513,-9.037147,1.6712881,0.34185463,3.1093273
4.4804764,-610.86444,-9.042638,1.6713111,0.3417979,3.109334
4.4748917,-610.86365,-9.05396,1.6713078,0.3417362,3.1093316
4.467846,-610.84955,-9.0717125,1.671292,0.3416558,3.1093223
4.4579735,-610.80457,-9.111507,1.67127,0.34149057,3.1092947
4.4425926,-610.74457,-9.154964,1.671222,0.341325,3.109257
4.426655,-610.6845,-9.196313,1.67117,0.34118232,3.1092215
4.41325,-610.62946,-9.237567,1.6711226,0.34106466,3.1091895
4.4039764,-610.57776,-9.281723,1.671082,0.34096342,3.1091585
4.398533,-610.5332,-9.3251705,1.671044,0.3408925,3.1091301
4.401371,-610.491,-9.38382,1.6710134,0.34081692,3.1090975
4.4095955,-610.4691,-9.428282,1.6709728,0.3408192,3.1090705
4.4226036,-610.4658,-9.450035,1.6709521,0.34086078,3.1090577
4.43544,-610.4725,-9.459375,1.6709533,0.34090132,3.1090565
4.4455223,-610.484,-9.463448,1.6709658,0.34093603,3.109062
4.4509087,-610.5001,-9.468417,1.6709795,0.34096637,3.1090717
4.4455414,-610.5191,-9.483024,1.6709809,0.34098443,3.1090844
4.4335175,-610.5382,-9.496133,1.6709615,0.34101003,3.1090977
4.4204254,-610.5628,-9.5026045,1.6709325,0.34105346,3.1091173
4.4107323,-610.5924,-9.503865,1.6709063,0.34110558,3.1091418
4.4027214,-610.6271,-9.504433,1.670883,0.3411627,3.1091697
4.39275,-610.6688,-9.500182,1.6708565,0.34124023,3.109202
4.376587,-610.7254,-9.494388,1.6708223,0.34135342,3.1092443
4.3531837,-610.80597,-9.480708,1.670773,0.34153742,3.1093018
4.327938,-610.8832,-9.473815,1.6707258,0.34169036,3.109359
4.2993126,-610.9391,-9.4786825,1.6706661,0.34178293,3.1094038
4.2624702,-610.9744,-9.493889,1.6705887,0.3418286,3.1094391
4.219982,-610.99207,-9.513857,1.6704978,0.341844,3.109467
4.177189,-610.9938,-9.539533,1.6704023,0.3418306,3.1094873
4.132969,-610.98553,-9.565402,1.6703016,0.34180924,3.109501
4.086853,-610.9741,-9.587564,1.6701992,0.34179297,3.1095133
4.043457,-610.96344,-9.602361,1.6701027,0.34178844,3.1095262
3.9975357,-610.95496,-9.614221,1.6700133,0.34178606,3.109541
3.95047,-610.946,-9.628423,1.6699251,0.34177998,3.1095538
3.904789,-610.93695,-9.643721,1.6698364,0.34177786,3.109564
3.856842,-610.92737,-9.661622,1.669746,0.34177342,3.1095724
3.797245,-610.91345,-9.688784,1.669642,0.34175122,3.1095772
3.7432022,-610.9009,-9.704103,1.6695288,0.3417612,3.1095822
3.702755,-610.8918,-9.713529,1.6694397,0.34177387,3.10959
3.6725426,-610.88385,-9.723565,1.669371,0.34177965,3.1095967
3.647358,-610.8764,-9.733014,1.669314,0.3417842,3.1096003
3.625927,-610.86957,-9.740409,1.6692662,0.34178913,3.1096027
3.6085396,-610.8637,-9.745896,1.6692282,0.34179395,3.1096046
3.6000443,-610.8574,-9.751778,1.6692024,0.3417943,3.1096034
3.6064987,-610.8489,-9.7612095,1.6691916,0.34178594,3.109593
3.6272163,-610.83905,-9.772738,1.669194,0.34177482,3.1095717
3.6660957,-610.81696,-9.80784,1.6692125,0.34171447,3.1095276
3.7036514,-610.77716,-9.868053,1.669223,0.34161437,3.1094623
3.729538,-610.7189,-9.948784,1.6692114,0.34148628,3.1093857
3.7387047,-610.6347,-10.05587,1.6691777,0.3413078,3.109302
3.7389374,-610.4695,-10.263891,1.6691254,0.3409026,3.1091707
3.7202492,-610.267,-10.47628,1.6689751,0.34056655,3.1090138
3.7079468,-610.0271,-10.720079,1.6688323,0.34016243,3.1088464
3.7003593,-609.74744,-10.992482,1.6686783,0.33971307,3.1086557
3.6832504,-609.51013,-11.18713,1.6685007,0.33949608,3.1085033
3.6801033,-609.32104,-11.34099,1.6684104,0.33934367,3.1084046
3.6876717,-609.1723,-11.467505,1.6683753,0.33925092,3.1083355
3.7067337,-609.06024,-11.576868,1.6683865,0.33921745,3.1082857
3.724636,-609.00183,-11.646489,1.6684189,0.33932093,3.1082678
3.7460022,-609.0245,-11.676261,1.6684818,0.33963424,3.1083024
3.780613,-609.14197,-11.660692,1.6685824,0.3402003,3.1083927
3.8290863,-609.3214,-11.613363,1.6687272,0.34088042,3.108518
3.8786125,-609.59503,-11.512827,1.6688615,0.34182897,3.1086943
3.93124,-609.872,-11.424382,1.669043,0.3426686,3.108878
3.9581566,-610.14484,-11.3370695,1.669163,0.3435007,3.1090596
3.9656868,-610.4197,-11.25158,1.6692364,0.34435114,3.109248
3.9678726,-610.6272,-11.215067,1.6692911,0.34498137,3.109397
3.968052,-610.7193,-11.229929,1.6692975,0.3452932,3.1094723
3.9630585,-610.7137,-11.27882,1.6692501,0.34536377,3.1094856
3.9533348,-610.6497,-11.341905,1.6691699,0.3453073,3.1094625
3.9410286,-610.558,-11.407383,1.6690798,0.345194,3.109423
3.9337158,-610.4364,-11.484216,1.6689972,0.3450096,3.1093614
3.928318,-610.3673,-11.484083,1.6688972,0.34503958,3.109331
3.969761,-610.39294,-11.388265,1.6688849,0.34528428,3.1093538
4.073902,-610.6101,-11.109181,1.6689794,0.34602907,3.1094718
4.2449913,-611.0249,-10.703924,1.6692742,0.34708723,3.1096878
4.4690285,-611.60315,-10.20079,1.6697005,0.34838235,3.1099567
4.770508,-612.5162,-9.394947,1.6701863,0.35055423,3.1103604
5.3496895,-614.20215,-7.860944,1.6709187,0.35470316,3.1110947
6.161415,-616.04156,-6.4890394,1.6723784,0.35789865,3.1117737
6.9364166,-617.72125,-5.378442,1.6736834,0.3604013,3.112118
7.756714,-619.45197,-4.1853094,1.674715,0.3633041,3.1123028
8.654724,-621.171,-3.0418262,1.6758065,0.36595473,3.1123736
9.574726,-622.8237,-1.9983711,1.676896,0.3683484,3.1123202
10.771,-624.8544,-0.5669079,1.6781493,0.3721097,3.1123648
12.2573395,-627.237,1.0292072,1.6799065,0.37638384,3.1124299
