X_mm,Y_mm,Z_mm,alpha_rad,beta_rad,gamma_rad
73.97785,-680.2529,-21.6142,2.080115,0.21742642,-3.1324656
74.02585,-680.53394,-21.563345,2.0813293,0.21691956,-3.131793
74.07201,-680.81226,-21.513424,2.0825646,0.2163952,-3.1311264
74.11637,-681.08795,-21.464449,2.0838208,0.21585368,-3.1304657
74.15899,-681.361,-21.41642,2.085099,0.2152954,-3.1298108
74.19992,-681.6315,-21.369345,2.086399,0.21472065,-3.129162
74.23922,-681.8993,-21.323227,2.0877216,0.21412982,-3.128519
74.27693,-682.1644,-21.278074,2.089067,0.21352328,-3.1278822
74.31312,-682.427,-21.23389,2.090436,0.21290138,-3.1272514
74.34784,-682.68695,-21.19068,2.0918283,0.21226452,-3.1266267
74.38115,-682.9443,-21.14845,2.0932448,0.21161301,-3.1260078
74.41311,-683.199,-21.107206,2.0946856,0.21094725,-3.1253953
74.44378,-683.45105,-21.066952,2.0961514,0.21026759,-3.1247888
74.47322,-683.70056,-21.027695,2.097642,0.2095744,-3.1241884
74.5015,-683.94745,-20.989435,2.0991578,0.20886801,-3.1235943
74.52867,-684.1917,-20.95218,2.1006997,0.20814882,-3.123006
74.554794,-684.4335,-20.915934,2.1022673,0.20741718,-3.1224244
74.57993,-684.6726,-20.8807,2.103861,0.20667344,-3.1218488
74.60416,-684.9092,-20.846483,2.1054816,0.20591795,-3.1212795
74.62752,-685.1432,-20.813286,2.1071289,0.20515105,-3.1207163
74.65008,-685.3746,-20.781113,2.108803,0.20437312,-3.1201596
74.671906,-685.60345,-20.749966,2.1105046,0.20358448,-3.119609
74.69305,-685.82983,-20.719849,2.1122336,0.20278546,-3.1190648
74.71357,-686.0536,-20.690762,2.1139905,0.20197642,-3.118527
74.73353,-686.27484,-20.662708,2.115775,0.20115766,-3.1179953
74.75298,-686.4936,-20.63569,2.117588,0.20032954,-3.11747
74.77198,-686.7098,-20.609707,2.119429,0.19949238,-3.1169512
74.79059,-686.92346,-20.584763,2.1212988,0.19864646,-3.1164386
74.808846,-687.13464,-20.560854,2.1231968,0.19779213,-3.1159327
74.82681,-687.3434,-20.537983,2.125124,0.19692968,-3.1154327
74.84454,-687.54956,-20.51615,2.12708,0.19605938,-3.1149395
74.862076,-687.75323,-20.495352,2.129065,0.19518155,-3.1144524
74.87947,-687.95447,-20.475588,2.1310794,0.1942965,-3.113972
74.89676,-688.15326,-20.45686,2.133123,0.19340447,-3.1134977
74.914,-688.34955,-20.439161,2.1351957,0.19250573,-3.1130297
74.93123,-688.54333,-20.422491,2.1372983,0.19160058,-3.1125684
74.94849,-688.73474,-20.406849,2.1394305,0.19068924,-3.1121132
74.96581,-688.9237,-20.392227,2.1415923,0.189772,-3.1116645
74.983246,-689.1102,-20.378624,2.1437838,0.18884906,-3.111222
75.000824,-689.29425,-20.366037,2.1460054,0.18792069,-3.110786
75.01857,-689.47595,-20.35446,2.1482568,0.1869871,-3.1103563
75.03654,-689.65515,-20.343887,2.150538,0.18604851,-3.109933
75.05474,-689.83203,-20.334314,2.1528492,0.18510514,-3.1095157
75.07321,-690.0065,-20.325733,2.1551907,0.18415718,-3.1091046
75.09199,-690.17847,-20.318142,2.157562,0.18320484,-3.1086998
75.11109,-690.34814,-20.311527,2.1599636,0.18224828,-3.1083014
75.13054,-690.51544,-20.305887,2.1623952,0.18128772,-3.107909
75.15035,-690.68036,-20.301212,2.164857,0.18032327,-3.1075227
75.17056,-690.8429,-20.297493,2.1673489,0.17935514,-3.1071424
75.191185,-691.00305,-20.294724,2.1698709,0.17838344,-3.1067684
75.21224,-691.1609,-20.292892,2.1724231,0.17740837,-3.1064003
75.23374,-691.31635,-20.291992,2.1750054,0.17642999,-3.106038
75.2557,-691.46954,-20.292011,2.177618,0.17544849,-3.1056817
75.27814,-691.62036,-20.292944,2.1802604,0.17446394,-3.1053312
75.301056,-691.76886,-20.294775,2.182933,0.17347647,-3.1049867
75.32448,-691.91504,-20.297495,2.1856358,0.17248617,-3.1046476
75.348404,-692.0589,-20.301094,2.1883686,0.17149313,-3.1043146
75.37285,-692.20044,-20.30556,2.191131,0.17049743,-3.103987
75.39781,-692.3397,-20.310879,2.1939237,0.16949916,-3.1036649
75.42331,-692.47675,-20.317041,2.1967459,0.16849834,-3.1033485
75.44933,-692.61145,-20.324036,2.199598,0.16749504,-3.1030374
75.47589,-692.74384,-20.331844,2.2024798,0.1664893,-3.1027315
75.50299,-692.874,-20.34046,2.2053912,0.16548121,-3.1024308
75.53063,-693.0019,-20.349865,2.208332,0.16447073,-3.1021357
75.55881,-693.12756,-20.360048,2.2113025,0.16345793,-3.1018453
75.587524,-693.2509,-20.370995,2.214302,0.16244279,-3.10156
75.61678,-693.3721,-20.38269,2.2173307,0.16142532,-3.1012797
75.646576,-693.491,-20.395123,2.2203884,0.16040552,-3.1010044
75.6769,-693.6077,-20.408276,2.2234752,0.15938337,-3.1007338
75.707756,-693.72217,-20.422136,2.2265904,0.15835889,-3.1004677
75.739136,-693.8344,-20.436687,2.2297344,0.157332,-3.1002061
75.771034,-693.94446,-20.451916,2.2329066,0.15630275,-3.0999491
75.803444,-694.0523,-20.467808,2.2361069,0.15527101,-3.0996964
75.836365,-694.15796,-20.484346,2.2393353,0.1542368,-3.0994477
75.86979,-694.2615,-20.501516,2.2425914,0.15320003,-3.0992033
75.9037,-694.36273,-20.519306,2.245875,0.15216066,-3.098963
75.93811,-694.46185,-20.537697,2.2491858,0.15111865,-3.0987267
75.97299,-694.55884,-20.556673,2.2525234,0.15007393,-3.098494
76.00835,-694.65356,-20.576223,2.2558877,0.14902641,-3.0982652
76.04417,-694.7462,-20.59633,2.2592783,0.14797601,-3.0980399
76.080444,-694.83673,-20.616982,2.2626948,0.14692266,-3.097818
76.117165,-694.92505,-20.638159,2.2661371,0.14586632,-3.0975993
76.15433,-695.0113,-20.659851,2.2696047,0.14480686,-3.097384
76.191925,-695.09534,-20.682043,2.273097,0.1437442,-3.0971715
76.229935,-695.1773,-20.704721,2.276614,0.14267825,-3.0969622
76.26837,-695.25714,-20.727869,2.2801547,0.14160895,-3.0967557
76.3072,-695.3349,-20.751476,2.283719,0.14053619,-3.096552
76.346436,-695.4105,-20.77553,2.2873065,0.13945986,-3.0963507
76.38605,-695.4841,-20.800014,2.2909164,0.13837989,-3.096152
76.42605,-695.55554,-20.82492,2.2945483,0.13729617,-3.0959556
76.466415,-695.62494,-20.850233,2.2982018,0.13620865,-3.0957613
76.50716,-695.69226,-20.875944,2.301876,0.13511722,-3.0955694
76.54825,-695.7575,-20.90204,2.3055706,0.13402176,-3.095379
76.58971,-695.8207,-20.92851,2.309285,0.13292223,-3.095191
76.63149,-695.88184,-20.955347,2.313018,0.13181853,-3.0950043
76.67362,-695.9409,-20.98254,2.3167698,0.1307106,-3.0948195
76.71608,-695.998,-21.010078,2.320539,0.12959835,-3.094636
76.75887,-696.05304,-21.037958,2.3243253,0.12848173,-3.094454
76.80199,-696.1061,-21.066166,2.3281276,0.12736067,-3.094273
76.84541,-696.1571,-21.0947,2.3319454,0.12623508,-3.0940936
76.88915,-696.2062,-21.123552,2.335778,0.12510498,-3.093915
76.9332,-696.25323,-21.152718,2.3396242,0.12397029,-3.0937374
76.977554,-696.29834,-21.182188,2.3434834,0.12283099,-3.0935605
77.02222,-696.3415,-21.211964,2.347355,0.12168701,-3.0933845
77.06717,-696.3827,-21.24204,2.3512375,0.12053841,-3.093209
77.11243,-696.422,-21.272413,2.3551307,0.11938514,-3.0930343
77.157974,-696.45935,-21.303083,2.3590333,0.11822721,-3.09286
77.20383,-696.4948,-21.334047,2.3629448,0.117064625,-3.0926862
77.24997,-696.52844,-21.365305,2.3668635,0.11589745,-3.0925126
77.2964,-696.5602,-21.396858,2.3707893,0.11472569,-3.0923393
77.343124,-696.59,-21.428707,2.3747208,0.11354939,-3.0921662
77.39015,-696.6181,-21.460852,2.3786569,0.11236866,-3.0919933
77.43747,-696.64435,-21.493298,2.382597,0.11118351,-3.0918205
77.485085,-696.6688,-21.526045,2.3865397,0.10999409,-3.0916476
77.533005,-696.6915,-21.559101,2.390484,0.1088005,-3.0914748
