X_mm,Y_mm,Z_mm,alpha_rad,beta_rad,gamma_rad
72.923996,-693.72,-11.515708,2.3682587,0.2162594,-2.9307961
73.342606,-694.4034,-11.378227,2.3734534,0.21563524,-2.9274316
73.77488,-695.0648,-11.250118,2.3785062,0.21507506,-2.9241836
74.22058,-695.7035,-11.130955,2.3834195,0.21457843,-2.921049
74.67936,-696.3187,-11.020233,2.3881953,0.21414433,-2.918025
75.150795,-696.91,-10.917383,2.3928363,0.21377131,-2.915107
75.63437,-697.4768,-10.821783,2.3973455,0.21345729,-2.912292
76.129456,-698.01886,-10.732771,2.4017248,0.21319981,-2.9095757
76.63536,-698.53564,-10.649651,2.405977,0.21299595,-2.906954
77.15129,-699.0271,-10.571715,2.410104,0.21284248,-2.9044235
77.67637,-699.4929,-10.498243,2.4141076,0.2127358,-2.9019797
78.20967,-699.933,-10.428517,2.4179895,0.21267205,-2.8996189
78.75018,-700.3473,-10.361822,2.4217508,0.21264723,-2.8973372
79.29683,-700.7358,-10.297462,2.4253922,0.212657,-2.8951309
79.84851,-701.09845,-10.234759,2.428914,0.21269713,-2.8929963
80.404076,-701.4355,-10.173059,2.4323168,0.21276318,-2.8909297
80.96234,-701.74695,-10.111739,2.4356,0.21285073,-2.8889275
81.52211,-702.0331,-10.0502,2.4387636,0.21295542,-2.8869865
82.082184,-702.29407,-9.987884,2.4418066,0.21307294,-2.8851027
82.64137,-702.53033,-9.924258,2.4447286,0.21319918,-2.8832734
83.19849,-702.74207,-9.858835,2.4475281,0.21333015,-2.8814948
83.75236,-702.92975,-9.791159,2.4502046,0.21346202,-2.879764
84.301865,-703.09375,-9.720809,2.4527564,0.2135913,-2.8780773
84.84593,-703.2346,-9.647406,2.4551828,0.2137147,-2.8764317
85.3835,-703.35284,-9.570606,2.457482,0.21382926,-2.874824
85.91359,-703.4489,-9.490103,2.4596534,0.21393225,-2.873251
86.435265,-703.5235,-9.405629,2.4616957,0.21402133,-2.871709
86.947655,-703.57715,-9.316956,2.4636073,0.21409447,-2.8701956
87.44997,-703.6105,-9.223891,2.4653876,0.21414995,-2.8687067
87.94143,-703.6242,-9.126279,2.4670353,0.21418637,-2.8672395
88.42139,-703.619,-9.024009,2.4685497,0.21420266,-2.8657906
88.889206,-703.5956,-8.917,2.46993,0.21419807,-2.8643568
89.34432,-703.5546,-8.805212,2.4711752,0.21417214,-2.8629346
89.78624,-703.4969,-8.68864,2.4722848,0.2141246,-2.8615212
90.214516,-703.4231,-8.56732,2.4732583,0.21405555,-2.8601131
90.62874,-703.334,-8.441315,2.4740949,0.21396525,-2.858707
91.028595,-703.23035,-8.310728,2.4747944,0.21385418,-2.8572996
91.41374,-703.11285,-8.175694,2.4753563,0.213723,-2.8558877
91.783936,-702.9824,-8.036377,2.4757802,0.21357252,-2.8544683
92.13894,-702.8397,-7.892971,2.476066,0.21340363,-2.8530383
92.47855,-702.68555,-7.745696,2.4762137,0.21321736,-2.8515942
92.802605,-702.52075,-7.5948,2.4762223,0.21301477,-2.8501334
93.110954,-702.34607,-7.440549,2.476092,0.21279687,-2.8486524
93.40347,-702.1624,-7.283228,2.4758227,0.21256475,-2.8471482
93.68006,-701.9705,-7.1231394,2.4754138,0.21231937,-2.8456182
93.94064,-701.77124,-6.960594,2.4748647,0.21206163,-2.844059
94.18515,-701.5655,-6.7959175,2.4741757,0.21179223,-2.8424683
94.41353,-701.35406,-6.6294336,2.4733458,0.21151175,-2.8408425
94.62575,-701.1379,-6.4614744,2.4723742,0.21122047,-2.839179
94.82176,-700.91785,-6.292364,2.4712608,0.21091849,-2.8374753
95.00159,-700.6948,-6.122424,2.470004,0.21060549,-2.8357284
95.16519,-700.46985,-5.9519634,2.4686036,0.21028084,-2.8339353
95.31259,-700.2439,-5.7812815,2.467058,0.20994346,-2.8320935
95.4438,-700.0178,-5.610656,2.4653656,0.20959185,-2.8302002
95.558815,-699.7928,-5.440342,2.4635253,0.2092239,-2.8282526
95.65764,-699.56976,-5.2705727,2.461535,0.208837,-2.8262477
95.74031,-699.34985,-5.101549,2.4593933,0.20842789,-2.8241827
95.80681,-699.13416,-4.93344,2.4570975,0.20799263,-2.822055
95.85714,-698.92377,-4.7663727,2.4546456,0.20752646,-2.8198617
95.8913,-698.72,-4.600436,2.4520357,0.2070239,-2.8175993
95.90924,-698.5239,-4.435671,2.4492645,0.20647861,-2.815265
95.910934,-698.33685,-4.2720633,2.4463303,0.20588328,-2.812856
95.896324,-698.1601,-4.109544,2.4432309,0.2052296,-2.8103685
95.86534,-697.99506,-3.9479818,2.4399638,0.20450824,-2.8077998
95.8179,-697.843,-3.7871761,2.4365282,0.20370881,-2.8051462
95.75393,-697.70544,-3.626855,2.4329233,0.20281972,-2.8024049
95.67333,-697.5838,-3.4666615,2.4291492,0.20182818,-2.7995722
95.57605,-697.4796,-3.306158,2.425208,0.20072024,-2.7966452
95.46205,-697.3943,-3.1448221,2.4211042,0.19948071,-2.7936206
95.33139,-697.3294,-2.982029,2.4168437,0.19809327,-2.790496
95.18417,-697.2864,-2.8170671,2.412437,0.1965405,-2.7872686
95.02068,-697.2666,-2.6491394,2.4078977,0.19480406,-2.7839367
94.841385,-697.2714,-2.477356,2.4032454,0.19286484,-2.780499
94.64694,-697.30206,-2.3007584,2.3985052,0.19070335,-2.776955
94.43837,-697.35944,-2.11833,2.3937082,0.18830012,-2.7733045
94.21702,-697.44434,-1.9290257,2.388894,0.18563616,-2.7695496
93.98463,-697.5572,-1.7317848,2.384109,0.1826935,-2.7656927
93.74339,-697.69824,-1.5255775,2.3794065,0.17945603,-2.7617378
93.49598,-697.8671,-1.3094177,2.374847,0.17591004,-2.7576902
93.24545,-698.0633,-1.0824108,2.3704941,0.17204502,-2.7535565
92.995285,-698.2857,-0.84375,2.3664143,0.16785432,-2.7493446
92.74918,-698.533,-0.59275246,2.362671,0.16333571,-2.7450635
92.51101,-698.8035,-0.32883835,2.3593216,0.15849194,-2.7407234
92.28457,-699.09546,-0.051542282,2.3564131,0.15333128,-2.7363353
92.07343,-699.4068,0.23949432,2.353978,0.14786793,-2.7319112
91.88071,-699.73566,0.54452705,2.35203,0.14212295,-2.7274656
91.70893,-700.07996,0.863678,2.3505623,0.13612469,-2.7230134
91.559845,-700.43805,1.1968975,2.3495479,0.12991014,-2.7185729
91.434296,-700.8082,1.5438995,2.3489385,0.12352539,-2.7141654
91.33218,-701.1888,1.9040604,2.348669,0.11702642,-2.709815
91.2524,-701.5782,2.276329,2.3486617,0.11047866,-2.70555
91.192924,-701.9746,2.659113,2.3488312,0.10395551,-2.7014015
91.150894,-702.376,3.0502148,2.3490934,0.09753516,-2.6974025
91.12281,-702.7797,3.4468212,2.3493707,0.091296375,-2.6935866
91.10474,-703.18256,3.8455296,2.3495986,0.08531295,-2.689985
91.09262,-703.58075,4.2424984,2.3497303,0.079648554,-2.686624
91.082565,-703.9702,4.633646,2.3497374,0.074352615,-2.683524
91.07103,-704.3466,5.014902,2.3496096,0.06945793,-2.6806955
91.05507,-704.706,5.382475,2.349351,0.06498041,-2.6781423
91.03243,-705.045,5.733082,2.3489757,0.06092061,-2.6758587
91.0016,-705.361,6.064125,2.348503,0.05726657,-2.6738334
90.96174,-705.65247,6.373764,2.347956,0.05399699,-2.6720495
90.91261,-705.9188,6.6609383,2.3473551,0.05108429,-2.670487
90.854485,-706.1603,6.9253006,2.34672,0.04849755,-2.6691246
90.787964,-706.37775,7.1671104,2.346066,0.046204716,-2.6679404
