X_mm,Y_mm,Z_mm,alpha_rad,beta_rad,gamma_rad
45.77293,-692.0328,-0.013097763,1.9787827,0.39828494,-3.1037383
45.00593,-692.41,0.30262184,1.9781908,0.40040985,-3.1013782
44.21914,-692.78595,0.6066208,1.9776882,0.40252593,-3.098957
43.414494,-693.1605,0.89772797,1.9772822,0.40462935,-3.0964742
42.59442,-693.53345,1.1747627,1.9769802,0.40671563,-3.093929
41.761856,-693.90454,1.4365578,1.9767902,0.40877947,-3.091322
40.920246,-694.2735,1.6819992,1.97672,0.41081485,-3.088653
40.073505,-694.64014,1.9100227,1.9767779,0.4128149,-3.0859241
39.225975,-695.004,2.1196785,1.9769721,0.41477227,-3.0831366
38.382347,-695.3648,2.3101368,1.9773104,0.41667908,-3.0802927
37.547558,-695.7221,2.48073,1.9778003,0.41852722,-3.0773957
36.72666,-696.07544,2.6309738,1.978448,0.42030838,-3.0744483
35.9247,-696.4243,2.7605972,1.9792594,0.4220146,-3.0714545
35.146538,-696.76825,2.8695602,1.9802384,0.42363828,-3.068418
34.396725,-697.10675,2.9580498,1.9813879,0.4251725,-3.0653427
33.679367,-697.43933,3.0265045,1.9827089,0.42661133,-3.0622327
32.998,-697.7655,3.0755882,1.9842007,0.42794985,-3.0590916
32.355515,-698.0849,3.106163,1.9858612,0.4291841,-3.0559232
31.754108,-698.3971,3.1192856,1.987686,0.4303115,-3.052731
31.195284,-698.70184,3.1161518,1.9896703,0.43133044,-3.0495179
30.679813,-698.9989,3.0980682,1.9918073,0.4322403,-3.0462866
30.207867,-699.288,3.0664215,1.9940895,0.43304148,-3.0430403
29.778994,-699.569,3.022623,1.9965088,0.43373507,-3.0397809
29.39226,-699.84174,2.9680958,1.9990568,0.43432274,-3.0365107
29.046322,-700.1061,2.9042206,2.0017245,0.43480656,-3.0332322
28.739504,-700.362,2.8323288,2.0045033,0.43518904,-3.0299473
28.469883,-700.6094,2.7536812,2.0073848,0.43547288,-3.026658
28.235386,-700.8481,2.6694412,2.0103602,0.4356608,-3.0233672
28.033833,-701.0781,2.5806828,2.0134223,0.4357558,-3.0200768
27.863007,-701.2994,2.4883766,2.016563,0.43576065,-3.0167892
27.720707,-701.5118,2.3933868,2.0197756,0.43567836,-3.0135078
27.604774,-701.7154,2.296482,2.023053,0.4355119,-3.010235
27.513107,-701.91003,2.198326,2.0263891,0.4352641,-3.0069745
27.443714,-702.09576,2.0994892,2.0297778,0.43493807,-3.003729
27.394714,-702.2726,2.000475,2.0332134,0.43453676,-3.000503
27.364304,-702.44055,1.9016953,2.03669,0.4340633,-2.9972994
27.350834,-702.5996,1.8034897,2.0402026,0.43352082,-2.9941225
27.352753,-702.7499,1.70615,2.0437458,0.43291268,-2.9909759
27.368614,-702.8915,1.6098995,2.0473142,0.43224224,-2.9878638
27.39709,-703.02454,1.514925,2.0509028,0.43151298,-2.9847898
27.436943,-703.1492,1.4213676,2.0545063,0.43072864,-2.981758
27.487045,-703.2656,1.3293343,2.05812,0.4298929,-2.9787722
27.546337,-703.37415,1.2389088,2.0617385,0.4290097,-2.9758358
27.613861,-703.4749,1.1501465,2.0653567,0.42808303,-2.9729521
27.68872,-703.56824,1.0630856,2.0689697,0.42711696,-2.9701245
27.770092,-703.6544,0.97774696,2.0725725,0.42611563,-2.9673555
27.857231,-703.7337,0.8941479,2.0761602,0.42508325,-2.9646478
27.94942,-703.80646,0.81228447,2.0797284,0.42402396,-2.9620035
28.04604,-703.87305,0.73215675,2.0832722,0.42294192,-2.9594245
28.146484,-703.9338,0.65374947,2.0867875,0.42184123,-2.9569123
28.250214,-703.989,0.57705116,2.0902696,0.42072597,-2.9544675
28.35673,-704.0392,0.5020523,2.093715,0.41960004,-2.9520915
28.465567,-704.08453,0.4287243,2.0971198,0.41846722,-2.9497843
28.576313,-704.1254,0.35705566,2.1004806,0.41733113,-2.9475462
28.688591,-704.1623,0.28701782,2.1037943,0.41619527,-2.9453766
28.80204,-704.19543,0.21858978,2.107058,0.4150629,-2.9432755
28.916353,-704.2251,0.15174484,2.1102695,0.41393703,-2.9412415
29.031242,-704.2517,0.08646011,2.113426,0.4128205,-2.9392738
29.146454,-704.27545,0.022699356,2.116526,0.41171587,-2.9373713
29.261751,-704.29675,-0.03955269,2.1195676,0.4106256,-2.9355323
29.376936,-704.31573,-0.100343704,2.1225498,0.4095517,-2.9337554
29.491829,-704.33276,-0.15969849,2.125471,0.4084962,-2.932039
29.606262,-704.348,-0.21765327,2.128331,0.40746063,-2.9303813
29.7201,-704.3617,-0.2742424,2.1311288,0.40644652,-2.9287803
29.833227,-704.3741,-0.32950783,2.1338646,0.4054551,-2.9272344
29.94554,-704.3853,-0.3834839,2.1365378,0.4044874,-2.9257412
30.056938,-704.3955,-0.43621635,2.1391487,0.40354425,-2.9242992
30.167364,-704.40497,-0.48773956,2.1416976,0.4026263,-2.9229062
30.276743,-704.4137,-0.5381012,2.1441848,0.40173414,-2.9215603
30.385035,-704.4219,-0.5873413,2.1466112,0.40086797,-2.9202597
30.4922,-704.4296,-0.63550186,2.1489775,0.4000281,-2.9190023
30.598207,-704.437,-0.6826267,2.1512842,0.3992146,-2.9177866
30.70303,-704.4442,-0.7287617,2.1535325,0.39842734,-2.916611
30.806658,-704.4512,-0.77394485,2.155723,0.39766628,-2.915473
30.909082,-704.45807,-0.81822014,2.1578577,0.39693114,-2.9143715
31.0103,-704.46497,-0.8616276,2.1599367,0.3962216,-2.9133048
31.110306,-704.47186,-0.90420914,2.1619618,0.3955373,-2.9122715
31.209122,-704.47876,-0.94600487,2.163934,0.39487767,-2.91127
31.306736,-704.48584,-0.9870529,2.1658547,0.39424238,-2.9102986
31.403173,-704.493,-1.0273914,2.167725,0.39363083,-2.9093564
31.498444,-704.5003,-1.0670567,2.1695464,0.39304233,-2.908442
31.592562,-704.5078,-1.106081,2.17132,0.39247638,-2.907554
31.685553,-704.51544,-1.1445065,2.173047,0.39193225,-2.906691
31.777424,-704.5233,-1.1823578,2.1747293,0.39140934,-2.9058526
31.868202,-704.53143,-1.2196693,2.1763675,0.39090696,-2.9050372
31.957907,-704.53973,-1.2564754,2.177963,0.3904244,-2.904244
32.046562,-704.5482,-1.2928009,2.1795175,0.389961,-2.9034717
32.13418,-704.55695,-1.3286762,2.1810317,0.38951603,-2.90272
32.22079,-704.56586,-1.3641243,2.182507,0.38908884,-2.9019873
32.30641,-704.57495,-1.3991756,2.1839447,0.38867873,-2.9012735
32.391068,-704.5843,-1.433855,2.185346,0.38828495,-2.9005773
32.474777,-704.5938,-1.4681797,2.1867118,0.38790694,-2.899898
32.557564,-704.6035,-1.5021763,2.1880434,0.38754392,-2.8992352
32.639442,-704.6134,-1.5358677,2.1893418,0.38719526,-2.898588
