X_mm,Y_mm,Z_mm,alpha_rad,beta_rad,gamma_rad
80.72173,-661.4961,-17.418856,1.9323567,0.34962043,3.1363478
81.05352,-661.324,-17.296968,1.9297436,0.3512444,3.1367655
81.38249,-661.1512,-17.176052,1.9271415,0.35282364,3.1371582
81.70839,-660.97784,-17.056135,1.9245538,0.3543577,3.1375258
82.03093,-660.80414,-16.937243,1.9219832,0.35584614,3.1378684
82.34988,-660.63025,-16.819393,1.9194326,0.35728875,3.138186
82.66495,-660.4563,-16.702608,1.9169044,0.3586854,3.1384785
82.97589,-660.2824,-16.5869,1.9144013,0.3600362,3.1387465
83.282486,-660.10876,-16.472286,1.9119254,0.3613411,3.13899
83.58447,-659.93555,-16.358776,1.9094788,0.36260045,3.139209
83.88166,-659.76294,-16.246382,1.9070635,0.3638146,3.139404
84.17382,-659.591,-16.135109,1.904681,0.36498392,3.1395755
84.46078,-659.42004,-16.024963,1.902333,0.36610904,3.139723
84.74236,-659.2501,-15.915953,1.900021,0.3671906,3.1398478
85.018425,-659.0814,-15.808079,1.8977458,0.36822936,3.1399496
85.28883,-658.9141,-15.701347,1.895509,0.36922607,3.140029
85.553474,-658.7484,-15.595759,1.893311,0.37018168,3.1400864
85.812256,-658.58435,-15.491318,1.8911527,0.3710971,3.1401222
86.0651,-658.4222,-15.388022,1.8890347,0.37197343,3.1401367
86.311966,-658.262,-15.285875,1.8869575,0.37281165,3.1401308
86.55281,-658.104,-15.184877,1.8849214,0.37361294,3.1401043
86.78763,-657.94824,-15.085029,1.8829265,0.37437847,3.140058
87.01641,-657.79486,-14.986329,1.8809729,0.37510934,3.1399925
87.2392,-657.64404,-14.88878,1.8790606,0.3758069,3.139908
87.45601,-657.4958,-14.792378,1.8771895,0.37647226,3.1398053
87.66691,-657.3503,-14.697125,1.8753593,0.37710676,3.1396847
87.87195,-657.2076,-14.603022,1.8735698,0.37771156,3.1395466
88.07123,-657.0678,-14.510064,1.8718207,0.378288,3.139392
88.26482,-656.931,-14.418252,1.8701113,0.37883726,3.1392207
88.452835,-656.7973,-14.327584,1.8684413,0.37936065,3.1390336
88.635376,-656.6667,-14.238058,1.8668101,0.37985933,3.1388314
88.812584,-656.53925,-14.149672,1.8652172,0.3803346,3.1386142
88.98456,-656.41504,-14.062422,1.8636618,0.38078758,3.1383824
89.151436,-656.29407,-13.976305,1.8621434,0.38121957,3.138137
89.31337,-656.1764,-13.891319,1.8606611,0.38163158,3.1378784
89.470474,-656.062,-13.807459,1.8592144,0.38202485,3.1376069
89.62291,-655.9509,-13.724718,1.8578025,0.38240045,3.137323
89.77082,-655.84326,-13.643093,1.8564246,0.38275945,3.137027
89.91435,-655.7389,-13.562578,1.8550799,0.38310292,3.1367197
90.05364,-655.6379,-13.483165,1.8537678,0.3834319,3.1364014
90.18884,-655.54016,-13.404846,1.8524872,0.3837473,3.1360726
90.32009,-655.4458,-13.327616,1.8512377,0.38405016,3.1357338
90.44755,-655.35474,-13.251464,1.8500181,0.38434133,3.1353853
90.57134,-655.26697,-13.17638,1.8488281,0.38462174,3.1350276
90.69162,-655.18243,-13.102356,1.8476665,0.38489223,3.1346612
90.80852,-655.1011,-13.029381,1.8465328,0.3851536,3.1342864
90.92216,-655.02295,-12.957442,1.8454262,0.38540664,3.1339035
91.032684,-654.94794,-12.88653,1.8443457,0.3856522,3.133513
91.14023,-654.87604,-12.816631,1.8432909,0.3858909,3.1331153
91.2449,-654.8072,-12.747732,1.8422608,0.38612354,3.132711
91.34683,-654.7414,-12.679821,1.841255,0.38635066,3.1323
91.44614,-654.6785,-12.612881,1.8402724,0.38657296,3.131883
91.542915,-654.6186,-12.546902,1.8393126,0.38679108,3.13146
91.6373,-654.56146,-12.481865,1.8383747,0.38700554,3.1310315
91.72938,-654.5072,-12.417756,1.8374584,0.38721687,3.1305978
91.81925,-654.4556,-12.354561,1.8365626,0.3874257,3.1301594
91.907036,-654.4068,-12.292261,1.8356869,0.38763237,3.1297164
91.99281,-654.3606,-12.230843,1.8348306,0.3878375,3.1292691
92.07667,-654.31696,-12.170286,1.8339934,0.3880415,3.1288178
92.15869,-654.2758,-12.110577,1.8331742,0.3882447,3.128363
92.23897,-654.2372,-12.051698,1.8323729,0.38844758,3.1279044
92.31757,-654.2009,-11.993629,1.8315886,0.38865048,3.1274426
92.39459,-654.167,-11.936356,1.8308209,0.3888538,3.126978
92.47008,-654.1354,-11.87986,1.8300693,0.38905784,3.1265104
92.54413,-654.10596,-11.824123,1.8293333,0.3892629,3.1260402
92.61679,-654.07874,-11.769129,1.8286123,0.3894693,3.125568
92.68814,-654.0536,-11.714855,1.8279059,0.38967738,3.1250932
92.758224,-654.0305,-11.661288,1.8272136,0.38988724,3.1246166
92.8271,-654.00946,-11.608408,1.826535,0.39009926,3.1241384
92.894844,-653.99036,-11.556196,1.8258696,0.39031357,3.1236584
92.96149,-653.9731,-11.504635,1.825217,0.39053047,3.123177
93.02709,-653.9577,-11.453709,1.8245767,0.3907501,3.1226943
93.091705,-653.94403,-11.403395,1.8239485,0.3909727,3.1222105
93.15536,-653.9321,-11.353681,1.8233318,0.3911983,3.1217258
93.218124,-653.92194,-11.304546,1.8227264,0.39142722,3.1212401
93.280014,-653.9133,-11.255974,1.8221318,0.39165953,3.1207538
93.34108,-653.9063,-11.207947,1.8215476,0.39189532,3.120267
93.40137,-653.9008,-11.160446,1.8209736,0.3921348,3.1197796
93.46091,-653.89685,-11.113458,1.8204095,0.39237797,3.1192918
93.519714,-653.8943,-11.066963,1.8198551,0.39262503,3.1188037
93.57785,-653.89307,-11.020945,1.8193097,0.39287603,3.1183155
93.63532,-653.89325,-10.975388,1.8187733,0.39313105,3.1178272
93.692184,-653.8948,-10.930275,1.8182454,0.39339015,3.1173391
93.74844,-653.8975,-10.88559,1.8177261,0.39365342,3.1168509
93.80413,-653.9015,-10.841318,1.8172148,0.39392087,3.116363
93.85928,-653.9067,-10.797443,1.8167113,0.39419258,3.1158755
93.91391,-653.913,-10.75395,1.8162155,0.39446858,3.1153882
93.96803,-653.9205,-10.710823,1.8157271,0.3947489,3.1149013
94.0217,-653.929,-10.66805,1.8152457,0.39503357,3.114415
94.074905,-653.9386,-10.625614,1.8147713,0.39532265,3.113929
94.12767,-653.94916,-10.5835,1.8143036,0.39561608,3.1134436
94.18002,-653.96075,-10.541695,1.8138425,0.395914,3.112959
94.23198,-653.97327,-10.500183,1.8133876,0.39621624,3.1124752
94.28355,-653.98676,-10.458954,1.8129389,0.39652294,3.111992
94.334755,-654.0011,-10.417992,1.8124962,0.39683402,3.1115096
94.38561,-654.0163,-10.377286,1.8120592,0.3971495,3.111028
94.436134,-654.03235,-10.336821,1.8116279,0.39746937,3.110547
94.48633,-654.0492,-10.296587,1.8112019,0.39779365,3.1100674
94.536224,-654.06683,-10.256571,1.8107814,0.39812222,3.1095886
94.585815,-654.08527,-10.216761,1.8103659,0.39845517,3.1091106
94.635124,-654.10443,-10.177143,1.8099555,0.3987924,3.1086338
94.68416,-654.1243,-10.137709,1.80955,0.39913395,3.1081579
94.732925,-654.14496,-10.098445,1.8091493,0.39947972,3.1076832
94.78145,-654.1662,-10.059342,1.8087531,0.3998297,3.1072094
94.82972,-654.1882,-10.020389,1.8083615,0.40018386,3.1067367
94.87776,-654.21075,-9.981573,1.8079743,0.40054217,3.1062653
94.925575,-654.23395,-9.942885,1.8075916,0.40090457,3.105795
