X_mm,Y_mm,Z_mm,alpha_rad,beta_rad,gamma_rad
49.28178,-705.57214,-15.11342,2.3263133,0.1717984,-3.0661433
49.194756,-705.7679,-15.122777,2.3316057,0.17010245,-3.064726
49.121838,-705.9494,-15.136575,2.3368936,0.16839562,-3.0633402
49.062782,-706.1174,-15.154509,2.3421738,0.16667897,-3.0619843
49.017326,-706.2724,-15.176283,2.3474438,0.16495347,-3.0606575
48.985184,-706.41516,-15.201612,2.3527012,0.16322008,-3.059359
48.966064,-706.54626,-15.230224,2.3579435,0.16147974,-3.0580876
48.95967,-706.6663,-15.261858,2.3631687,0.15973328,-3.0568419
48.965687,-706.77594,-15.2962675,2.3683748,0.15798151,-3.0556211
48.983788,-706.87573,-15.333221,2.3735597,0.15622522,-3.054424
49.01365,-706.9662,-15.372498,2.3787217,0.15446515,-3.0532496
49.05494,-707.048,-15.413892,2.3838594,0.15270199,-3.0520966
49.107323,-707.1215,-15.457211,2.388971,0.15093632,-3.050964
49.17046,-707.1874,-15.502273,2.3940556,0.1491688,-3.0498507
49.244015,-707.2461,-15.548912,2.3991117,0.14739996,-3.048756
49.32765,-707.2981,-15.596975,2.4041383,0.14563031,-3.0476782
49.42102,-707.34375,-15.646317,2.4091344,0.14386038,-3.046617
49.523796,-707.3836,-15.696806,2.4140992,0.14209057,-3.045571
49.635643,-707.418,-15.748322,2.4190319,0.1403213,-3.04454
49.756233,-707.4474,-15.800753,2.4239316,0.138553,-3.0435224
49.885242,-707.472,-15.853998,2.4287977,0.13678594,-3.0425177
50.02235,-707.49225,-15.907966,2.43363,0.13502048,-3.0415251
50.167233,-707.5085,-15.962572,2.4384277,0.13325696,-3.0405438
50.319588,-707.521,-16.01774,2.4431903,0.13149561,-3.0395737
50.47911,-707.52997,-16.073404,2.4479177,0.1297367,-3.0386136
50.645493,-707.53577,-16.129498,2.4526093,0.12798052,-3.037663
50.818443,-707.5386,-16.18597,2.457265,0.1262272,-3.0367217
50.99768,-707.53864,-16.24277,2.461884,0.12447705,-3.0357893
51.18291,-707.53613,-16.299854,2.4664664,0.122730225,-3.0348651
51.373863,-707.5313,-16.357182,2.471012,0.12098691,-3.033949
51.57026,-707.52435,-16.414719,2.4755206,0.11924734,-3.0330403
51.771843,-707.5153,-16.472435,2.4799917,0.117511645,-3.032139
51.97834,-707.50446,-16.530302,2.484425,0.115779996,-3.0312452
52.1895,-707.4919,-16.588299,2.4888203,0.11405263,-3.0303583
52.405067,-707.47766,-16.646402,2.493178,0.11232968,-3.0294783
52.6248,-707.46204,-16.704594,2.4974966,0.11061136,-3.028605
52.848454,-707.445,-16.762861,2.501777,0.10889782,-3.0277386
53.075787,-707.4267,-16.821186,2.5060182,0.10718927,-3.026879
53.306564,-707.4072,-16.87956,2.51022,0.105485894,-3.0260262
53.540558,-707.3867,-16.937973,2.5143824,0.103787884,-3.0251803
53.77754,-707.3651,-16.996414,2.5185046,0.10209545,-3.0243413
54.017277,-707.3426,-17.054876,2.5225868,0.10040883,-3.0235093
54.259556,-707.31915,-17.113356,2.526628,0.09872825,-3.0226846
54.504158,-707.29486,-17.171843,2.5306282,0.09705391,-3.0218673
54.750866,-707.26984,-17.230333,2.534587,0.095386125,-3.0210574
54.999462,-707.2441,-17.288822,2.5385036,0.09372511,-3.0202553
55.249744,-707.21765,-17.347305,2.5423777,0.092071146,-3.0194614
55.501495,-707.19055,-17.405779,2.5462089,0.090424515,-3.0186758
55.754517,-707.1629,-17.46424,2.5499966,0.088785484,-3.0178986
56.0086,-707.13464,-17.522682,2.5537403,0.08715442,-3.0171301
56.263542,-707.10583,-17.581102,2.5574396,0.08553154,-3.0163708
56.51915,-707.07654,-17.639496,2.5610936,0.08391723,-3.015621
56.775227,-707.0468,-17.697859,2.5647023,0.082311794,-3.0148807
57.031567,-707.0166,-17.756186,2.5682642,0.080715604,-3.0141504
57.28799,-706.986,-17.814472,2.57178,0.079128966,-3.0134304
57.5443,-706.955,-17.872713,2.575248,0.07755225,-3.012721
57.800312,-706.92365,-17.9309,2.578668,0.075985774,-3.0120225
58.05584,-706.89197,-17.989029,2.58204,0.07442997,-3.0113351
58.310703,-706.86,-18.047094,2.585363,0.07288512,-3.0106592
58.564724,-706.8277,-18.105087,2.588636,0.07135165,-3.0099952
58.817726,-706.7951,-18.163,2.591859,0.06982989,-3.0093434
59.06954,-706.7623,-18.220827,2.5950315,0.06832023,-3.0087035
59.319992,-706.7293,-18.278559,2.5981529,0.06682297,-3.0080764
59.568924,-706.6961,-18.336187,2.6012228,0.065338545,-3.0074623
59.816177,-706.6627,-18.393703,2.6042404,0.063867226,-3.006861
60.061592,-706.6292,-18.451097,2.6072059,0.062409397,-3.0062728
60.30502,-706.5956,-18.508362,2.6101184,0.0609654,-3.0056982
60.546314,-706.5618,-18.565485,2.612978,0.059535548,-3.0051372
60.785336,-706.528,-18.62246,2.615784,0.058120128,-3.00459
61.02195,-706.49414,-18.679274,2.6185365,0.056719504,-3.0040567
61.256027,-706.46027,-18.73592,2.621235,0.055333927,-3.0035372
61.487442,-706.42633,-18.792387,2.6238794,0.053963676,-3.003032
61.71608,-706.39246,-18.848665,2.6264696,0.052609023,-3.0025408
61.941826,-706.35864,-18.904747,2.6290057,0.0512702,-3.002064
62.164577,-706.3248,-18.960619,2.6314874,0.04994743,-3.0016012
62.384235,-706.29114,-19.016275,2.6339147,0.04864097,-3.0011528
62.60071,-706.25757,-19.071707,2.6362882,0.047350977,-3.0007186
62.813915,-706.2241,-19.126905,2.6386073,0.04607762,-3.0002985
63.02377,-706.19086,-19.181862,2.6408725,0.04482111,-2.9998927
63.230206,-706.1578,-19.236568,2.643084,0.043581523,-2.999501
63.43316,-706.1249,-19.291018,2.6452425,0.042359084,-2.999123
63.632576,-706.0922,-19.345203,2.6473475,0.041153755,-2.998759
63.8284,-706.05975,-19.39912,2.6494,0.03996578,-2.998409
64.020584,-706.02765,-19.452759,2.6514,0.038795114,-2.9980721
64.20911,-705.9957,-19.506117,2.6533484,0.03764188,-2.997749
64.39392,-705.9642,-19.55919,2.6552455,0.036506053,-2.997439
64.57502,-705.9329,-19.611975,2.6570919,0.03538773,-2.9971418
64.75237,-705.90204,-19.664463,2.658888,0.034286838,-2.996858
64.92597,-705.87146,-19.716658,2.6606348,0.033203434,-2.9965863
65.09582,-705.8413,-19.768555,2.6623325,0.032137446,-2.9963272
65.26192,-705.8115,-19.82015,2.6639822,0.031088838,-2.9960802
65.42426,-705.7821,-19.871447,2.6655843,0.030057577,-2.9958448
65.582886,-705.7531,-19.922441,2.66714,0.029043602,-2.9956214
65.73779,-705.72455,-19.973137,2.66865,0.028046835,-2.9954093
65.889015,-705.6965,-20.023533,2.6701145,0.027067153,-2.995208
66.036575,-705.66876,-20.07363,2.671535,0.026104482,-2.9950178
66.18051,-705.64154,-20.123428,2.6729124,0.025158698,-2.9948382
66.32086,-705.6148,-20.172935,2.674247,0.024229694,-2.9946687
66.45767,-705.5885,-20.22215,2.6755402,0.023317397,-2.9945092
66.59098,-705.5627,-20.271078,2.6767929,0.022421608,-2.9943593
66.72085,-705.53735,-20.319721,2.6780057,0.021542193,-2.9942188
