X_mm,Y_mm,Z_mm,alpha_rad,beta_rad,gamma_rad
23.497265,-714.27075,-11.857232,1.9649991,0.22190872,-3.1109266
23.508522,-714.2576,-11.878487,1.9646186,0.22122526,-3.1106298
23.52246,-714.2447,-11.898987,1.9642553,0.22056247,-3.1103354
23.538864,-714.232,-11.918753,1.9639095,0.21991996,-3.1100435
23.557514,-714.2195,-11.937807,1.9635811,0.21929727,-3.1097538
23.578217,-714.2072,-11.956175,1.9632702,0.21869396,-3.1094668
23.6008,-714.1952,-11.973877,1.9629768,0.21810956,-3.1091816
23.625076,-714.1834,-11.990935,1.9627011,0.21754362,-3.108899
23.650898,-714.1719,-12.007371,1.9624429,0.21699563,-3.1086185
23.67812,-714.1606,-12.023205,1.9622022,0.21646515,-3.10834
23.706593,-714.14954,-12.038458,1.9619792,0.21595171,-3.1080637
23.736195,-714.1388,-12.05315,1.9617734,0.21545479,-3.1077895
23.766808,-714.12836,-12.067302,1.9615849,0.21497393,-3.1075172
23.798313,-714.11816,-12.080933,1.9614136,0.21450864,-3.1072469
23.830612,-714.1082,-12.094064,1.9612594,0.21405846,-3.1069787
23.86361,-714.0986,-12.106712,1.9611222,0.2136229,-3.106712
23.897217,-714.08923,-12.1188965,1.9610016,0.2132015,-3.1064477
23.931355,-714.08014,-12.130634,1.9608977,0.21279378,-3.106185
23.965942,-714.07135,-12.141947,1.9608103,0.2123993,-3.1059241
24.000908,-714.06287,-12.152848,1.9607391,0.21201758,-3.105665
24.036194,-714.0546,-12.163357,1.960684,0.21164821,-3.1054077
24.07174,-714.0467,-12.173488,1.9606447,0.21129073,-3.1051521
24.10749,-714.039,-12.183258,1.9606211,0.21094471,-3.1048982
24.143394,-714.0316,-12.192682,1.9606129,0.2106097,-3.1046462
24.179405,-714.0245,-12.2017765,1.96062,0.21028535,-3.1043959
24.215496,-714.01764,-12.210556,1.9606422,0.20997117,-3.104147
24.251617,-714.01105,-12.219032,1.9606792,0.20966685,-3.1039
24.287739,-714.0047,-12.227222,1.9607307,0.20937192,-3.1036546
24.32383,-713.99866,-12.23514,1.9607966,0.20908606,-3.1034107
24.359863,-713.9928,-12.242797,1.9608767,0.20880884,-3.1031685
24.395813,-713.98724,-12.250206,1.9609708,0.20853993,-3.102928
24.431664,-713.98193,-12.257379,1.9610785,0.20827897,-3.1026888
24.467396,-713.97687,-12.26433,1.9611999,0.2080256,-3.1024513
24.502983,-713.972,-12.271068,1.9613343,0.2077795,-3.1022155
24.538422,-713.9674,-12.277608,1.961482,0.20754033,-3.1019812
24.5737,-713.963,-12.283958,1.9616426,0.2073078,-3.1017482
24.608807,-713.95886,-12.290132,1.9618157,0.20708157,-3.1015167
24.64373,-713.9549,-12.296137,1.9620014,0.20686133,-3.101287
24.678467,-713.9512,-12.301985,1.9621993,0.20664681,-3.1010587
24.713005,-713.94763,-12.307686,1.9624093,0.20643769,-3.1008317
24.74736,-713.94434,-12.313248,1.9626311,0.20623372,-3.1006064
24.78151,-713.94116,-12.318681,1.9628646,0.20603465,-3.1003823
24.815464,-713.93823,-12.323994,1.9631096,0.20584017,-3.10016
24.849224,-713.9355,-12.329197,1.9633659,0.20565003,-3.0999386
