X_mm,Y_mm,Z_mm,alpha_rad,beta_rad,gamma_rad
79.23641,-671.05896,-23.846037,1.7922206,0.34255025,3.1025844
79.13951,-670.95087,-23.785887,1.79017,0.3446083,3.1028068
79.04503,-670.8341,-23.72498,1.7881794,0.3466526,3.1030235
78.95311,-670.70874,-23.663364,1.7862475,0.34868354,3.103234
78.863884,-670.57477,-23.601099,1.7843727,0.3507015,3.103438
78.77749,-670.43225,-23.53823,1.7825534,0.35270703,3.103635
78.69409,-670.2812,-23.474815,1.7807883,0.3547006,3.1038249
78.61385,-670.1216,-23.410902,1.7790756,0.35668263,3.1040072
78.53694,-669.9536,-23.346546,1.777414,0.35865372,3.1041813
78.46354,-669.7772,-23.281801,1.7758019,0.36061433,3.1043472
78.393814,-669.59247,-23.216719,1.774238,0.362565,3.104504
78.32796,-669.39954,-23.15135,1.7727206,0.3645063,3.1046517
78.26615,-669.19836,-23.085749,1.7712485,0.3664388,3.1047895
78.20859,-668.9891,-23.019964,1.7698201,0.36836302,3.1049173
78.15545,-668.7717,-22.95405,1.7684343,0.37027952,3.1050344
78.10693,-668.5465,-22.888054,1.7670896,0.3721888,3.1051404
78.063225,-668.3134,-22.82203,1.7657847,0.37409154,3.1052349
78.024506,-668.07263,-22.75602,1.7645185,0.3759882,3.1053174
77.99096,-667.8242,-22.690077,1.7632896,0.3778793,3.1053874
77.96276,-667.56836,-22.624243,1.7620969,0.37976545,3.105445
77.94008,-667.3051,-22.558567,1.7609391,0.3816471,3.1054888
77.923096,-667.0347,-22.493088,1.7598155,0.3835249,3.105519
77.91196,-666.75726,-22.427855,1.7587247,0.38539928,3.105535
77.90681,-666.4729,-22.3629,1.7576658,0.38727063,3.1055365
77.90779,-666.1819,-22.29827,1.7566377,0.38913968,3.1055229
77.91505,-665.88434,-22.233997,1.7556396,0.3910067,3.105494
77.92868,-665.5805,-22.170118,1.7546706,0.39287227,3.1054492
77.94881,-665.2706,-22.106667,1.7537298,0.39473683,3.1053882
77.97551,-664.9549,-22.043673,1.7528163,0.39660072,3.1053107
78.00887,-664.6335,-21.981167,1.7519295,0.3984645,3.1052163
78.04895,-664.3068,-21.919176,1.7510685,0.40032846,3.105105
78.09579,-663.97504,-21.857725,1.7502326,0.40219298,3.104976
78.1494,-663.6384,-21.796835,1.749421,0.40405846,3.1048293
78.20981,-663.2974,-21.736526,1.7486334,0.40592527,3.1046646
78.27699,-662.9522,-21.676817,1.7478689,0.40779367,3.104482
78.350914,-662.6032,-21.617723,1.7471269,0.40966398,3.104281
78.43152,-662.25073,-21.559256,1.746407,0.41153648,3.1040616
78.51873,-661.89514,-21.501429,1.7457086,0.41341144,3.103824
78.61244,-661.53687,-21.444248,1.7450312,0.41528904,3.1035676
78.712524,-661.1763,-21.387722,1.7443743,0.41716957,3.1032925
78.81884,-660.8138,-21.331854,1.7437373,0.41905314,3.1029992
78.931206,-660.4498,-21.276648,1.7431201,0.4209399,3.1026874
79.04943,-660.08484,-21.222105,1.7425219,0.42283002,3.1023574
79.173294,-659.71936,-21.168224,1.7419424,0.42472357,3.1020093
79.30255,-659.35376,-21.115005,1.7413812,0.42662066,3.1016433
79.43694,-658.9885,-21.062445,1.7408378,0.42852134,3.1012597
79.57617,-658.6242,-21.01054,1.7403121,0.43042555,3.100859
79.71993,-658.2613,-20.959286,1.7398034,0.43233338,3.1004415
79.867905,-657.9002,-20.908682,1.7393115,0.43424478,3.1000073
80.01974,-657.54156,-20.85872,1.7388358,0.43615964,3.0995574
80.17507,-657.1858,-20.809399,1.7383761,0.43807784,3.0990922
80.33353,-656.8334,-20.760715,1.7379321,0.4399994,3.0986123
80.49472,-656.4849,-20.712666,1.7375032,0.44192407,3.098118
80.65825,-656.1408,-20.66525,1.737089,0.44385162,3.0976107
80.82371,-655.8016,-20.61847,1.7366891,0.445782,3.0970902
80.99069,-655.4677,-20.57232,1.7363032,0.44771492,3.096558
81.15878,-655.13965,-20.52681,1.7359308,0.44965014,3.096015
81.32757,-654.8178,-20.481941,1.7355715,0.45158735,3.0954614
81.49663,-654.5026,-20.437723,1.7352247,0.45352632,3.0948985
81.66557,-654.1945,-20.39416,1.7348901,0.45546663,3.094327
81.833984,-653.89386,-20.351263,1.7345673,0.4574081,3.093748
82.00149,-653.60095,-20.309046,1.7342556,0.4593503,3.0931625
82.1677,-653.31616,-20.26752,1.7339547,0.46129283,3.0925715
82.33226,-653.0398,-20.2267,1.733664,0.46323535,3.0919757
82.49481,-652.7721,-20.186605,1.7333832,0.46517748,3.0913763
82.655045,-652.51324,-20.147251,1.7331116,0.46711877,3.090774
82.81262,-652.2635,-20.108656,1.7328489,0.4690588,3.0901704
82.96727,-652.023,-20.07084,1.7325945,0.47099712,3.0895662
83.118706,-651.79193,-20.033825,1.7323477,0.47293338,3.088962
83.2667,-651.5703,-19.99763,1.7321085,0.47486705,3.0883594
83.41102,-651.3582,-19.96227,1.731876,0.47679773,3.0877588
83.55145,-651.15576,-19.92777,1.73165,0.47872496,3.0871615
83.687836,-650.9628,-19.894148,1.7314298,0.4806483,3.086568
83.82001,-650.77954,-19.86142,1.7312152,0.48256725,3.0859797
83.94783,-650.6057,-19.829601,1.7310057,0.4844814,3.085397
84.07118,-650.44135,-19.79871,1.7308007,0.48639032,3.084821
84.18999,-650.2863,-19.768755,1.7306,0.4882935,3.0842524
84.30416,-650.14044,-19.739748,1.7304032,0.49019057,3.0836918
84.41365,-650.00366,-19.711697,1.7302098,0.4920811,3.08314
84.518425,-649.8758,-19.684607,1.7300196,0.4939646,3.0825977
84.61845,-649.7566,-19.658482,1.7298322,0.49584067,3.0820653
84.71373,-649.64594,-19.63332,1.7296472,0.49770895,3.0815437
84.804276,-649.5435,-19.60912,1.7294644,0.49956897,3.0810332
84.890114,-649.44916,-19.585873,1.7292836,0.5014203,3.0805342
84.97127,-649.3627,-19.563572,1.7291044,0.5032627,3.0800476
85.04779,-649.2837,-19.542206,1.7289268,0.5050957,3.0795734
85.11973,-649.21204,-19.521757,1.7287505,0.50691897,3.079112
85.18715,-649.14746,-19.502213,1.7285751,0.5087321,3.078664
85.25012,-649.0897,-19.483545,1.7284008,0.5105348,3.0782294
85.308716,-649.03845,-19.465736,1.7282273,0.5123267,3.0778084
85.36302,-648.9934,-19.44876,1.7280545,0.5141075,3.0774016
85.41311,-648.9544,-19.432585,1.7278824,0.5158769,3.0770087
85.459076,-648.92114,-19.417183,1.7277106,0.5176345,3.07663
85.50101,-648.8933,-19.40252,1.7275394,0.5193802,3.076266
85.539,-648.87067,-19.388563,1.7273687,0.52111363,3.0759163
85.57315,-648.8529,-19.375275,1.7271984,0.5228344,3.075581
85.603546,-648.8399,-19.362617,1.7270284,0.5245425,3.0752604
85.63029,-648.83124,-19.350552,1.726859,0.5262374,3.074954
85.65347,-648.82684,-19.339037,1.7266899,0.5279191,3.0746622
85.67319,-648.8263,-19.328033,1.7265216,0.52958727,3.074385
85.68953,-648.82947,-19.317497,1.7263536,0.5312416,3.0741217
85.70259,-648.8361,-19.307386,1.7261865,0.532882,3.0738728
